note	1.31868	0.0789834	38	127	9
note	1.65865	0.0618131	38	127	9
note	1.65865	0.113324	44	127	9
note	1.66895	0.20261	79	110	0
note	1.875	0.0480769	38	127	9
note	1.32898	0.628433	53	70	0
note	1.31868	0.652472	62	70	0
note	1.31868	0.65934	57	73	0
note	1.98489	0.0377747	38	127	1
note	1.89217	0.133928	81	85	0
note	-1	3.04327	38	-1	9
note	2.03983	0.182005	76	82	0
note	2.32143	0.054945	38	127	9
note	2.24588	0.133928	74	79	0
note	2.31112	0.0995878	44	127	9
note	2.00893	0.546016	45	110	1
note	2.55494	0.0206044	38	93	9
note	-1	3.59272	38	-1	1
note	2.64079	0.0652472	38	127	9
note	2.57555	0.130494	81	98	0
note	2.88461	0.103022	81	98	0
note	2.97733	0.0446428	38	127	9
note	2.96703	0.113324	44	127	9
note	2.99107	0.120192	79	93	0
note	3.11126	0.0618131	77	85	0
note	3.19711	0.0412087	38	127	9
note	2.63736	0.628433	46	103	1
note	3.19711	0.0858516	76	82	0
note	3.30013	0.0721153	38	127	9
note	3.32074	0.226648	74	64	0
note	2.57898	0.97184	53	70	0
note	2.56868	0.98901	62	76	0
note	2.57211	1.00961	58	64	0
note	-1	4.59546	38	-1	1
note	3.64697	0.0480769	38	127	9
note	3.63667	0.106456	44	127	9
note	3.64354	0.195742	72	98	0
note	3.6195	0.247253	46	103	1
note	3.86675	0.0274725	38	127	1
note	-1	4.9114	38	-1	9
note	3.96978	0.0652472	38	127	9
note	3.94917	0.182005	47	103	1
note	4.28914	0.0480769	38	127	9
note	4.28914	0.10989	44	127	9
note	3.88049	0.539148	69	73	0
note	3.90453	0.546016	53	57	0
note	3.88736	0.570054	62	55	0
note	3.90109	0.570054	59	59	0
note	3.88392	0.600961	57	55	0
note	4.49862	0.0446428	38	127	9
note	-1	5.59478	38	-1	1
note	4.61195	0.0480769	38	127	9
note	4.82142	0.147665	72	103	0
note	4.94505	0.0446428	38	127	9
note	4.93475	0.106456	44	127	9
note	5.0412	0.0789834	75	85	0
note	4.61538	0.56662	41	110	1
note	5.18887	0.0274725	38	82	9
note	-1	6.23008	38	-1	1
note	5.12019	0.130494	76	85	0
note	5.26785	0.0583791	38	127	9
note	5.59409	0.0446428	38	127	9
note	5.59752	0.113324	44	127	9
note	5.8173	0.0412088	38	127	9
note	5.26785	0.621565	45	103	1
note	5.92376	0.054945	38	103	9
note	5.30219	0.807005	69	70	0
note	5.92376	0.199176	60	67	0
note	5.92376	0.20261	54	59	0
note	5.92032	0.209478	63	55	0
note	5.91346	0.226648	58	52	0
note	6.27747	0.0480769	38	127	9
note	6.27747	0.12706	44	127	9
note	6.48351	0.0480769	38	127	9
note	-1	7.53502	38	-1	1
note	6.5934	0.0721153	38	127	9
note	6.92994	0.0446428	38	127	9
note	6.5831	0.449862	57	70	0
note	6.58997	0.442994	53	59	0
note	6.57623	0.467033	62	62	0
note	6.93681	0.10989	44	127	9
note	6.5831	0.463598	58	47	0
note	6.5728	0.611263	43	98	1
note	7.15659	0.0446428	38	127	9
note	7.25617	0.0686812	38	127	9
note	7.47939	0.133928	77	119	0
note	7.58584	0.0412087	38	127	9
note	7.57554	0.10989	44	127	9
note	7.60988	0.147665	78	98	0
note	7.78845	0.0446428	38	127	9
note	7.25961	0.597527	45	110	1
note	7.89491	0.0686812	38	127	9
note	7.79189	0.20261	79	82	0
note	7.92238	0.188873	46	98	1
note	8.11812	0.151099	77	103	0
note	8.24175	0.0480769	38	127	9
note	8.23832	0.0961538	44	127	9
note	8.37911	0.0995878	76	110	0
note	8.47527	0.0412088	38	127	9
note	8.11126	0.429258	36	110	1
note	8.4787	0.120192	74	93	0
note	8.57142	0.0583791	38	127	9
note	7.80906	0.916895	57	67	0
note	7.79532	0.958103	62	51	0
note	7.80219	0.964972	52	55	0
note	7.80219	0.985576	58	48	0
note	8.64354	0.157967	72	67	0
note	8.91139	0.0412087	38	127	9
note	8.89422	0.113324	44	127	9
note	8.89079	0.182005	74	93	0
note	8.56799	0.56662	40	98	1
note	9.11744	0.0412087	38	127	9
note	9.22389	0.0686812	38	127	9
note	9.557	0.0480769	38	127	9
note	9.54669	0.0995878	44	127	9
note	9.13461	0.511675	69	62	0
note	9.14834	0.515109	55	62	0
note	9.15864	0.515109	60	54	0
note	9.15864	0.515109	57	62	0
note	9.78021	0.0515109	38	127	9
note	9.23419	0.614697	41	110	1
note	9.88323	0.0515109	38	127	9
note	10.2301	0.0446428	38	127	9
note	10.1305	0.161401	76	93	0
note	10.206	0.10989	44	127	9
note	10.3365	0.0961538	74	93	0
note	9.91757	0.528846	45	103	1
note	10.4533	0.0480769	38	127	9
note	10.4602	0.0789834	41	79	1
note	10.5563	0.0652472	38	127	9
note	10.57	0.195742	46	103	1
note	10.57	0.240384	64	82	0
note	10.8928	0.0446428	38	127	9
note	10.8722	0.106456	44	127	9
note	11.0233	0.0824175	65	89	0
note	11.1092	0.0446428	38	127	9
note	10.7692	0.429258	34	103	1
note	11.2053	0.0686813	38	127	9
note	11.5522	0.0480769	38	127	9
note	11.5316	0.0995878	44	127	9
note	11.2431	0.398351	62	70	0
note	11.4595	0.182005	81	85	0
note	10.7933	0.858516	57	76	0
note	10.7933	0.868818	58	51	0
note	11.6895	0.0618131	79	89	0
note	11.2088	0.583791	41	103	1
note	11.7754	0.0412088	38	127	9
note	11.8716	0.0686813	38	127	9
note	12.2047	0.0480769	38	127	9
note	12.1119	0.168269	62	85	0
note	12.1909	0.116758	44	127	9
note	-1	13.3249	38	-1	1
note	12.1085	0.226648	50	82	0
note	12.4244	0.0446428	38	127	9
note	12.3214	0.199176	67	98	0
note	12.3317	0.188873	55	93	0
note	12.3111	0.223214	43	103	1
note	12.5309	0.0686813	38	127	9
note	12.5412	0.171703	60	89	0
note	12.5343	0.188873	72	98	0
note	12.5378	0.206044	48	110	1
note	12.8709	0.0446428	38	127	9
note	12.8365	0.113324	44	127	9
note	12.7507	0.206044	65	103	0
note	12.7575	0.209478	53	89	0
note	12.7644	0.21978	41	103	1
note	12.9602	0.0721153	58	89	0
note	12.9636	0.0858516	70	93	0
note	13.0872	0.0412087	38	127	9
note	12.9842	0.20261	46	103	1
note	13.1834	0.0686812	38	127	9
note	13.5371	0.0412088	38	127	9
note	13.5062	0.106456	44	127	9
note	13.7466	0.0480769	38	127	9
note	13.1868	0.621565	71	89	0
note	13.1834	0.635302	63	82	0
note	13.1765	0.645604	66	89	0
note	13.1834	0.645604	61	79	0
note	13.1971	0.635302	57	93	0
note	13.1799	0.65934	75	89	0
note	13.1868	0.67651	51	98	1
note	13.8564	0.0583791	38	127	9
note	14.193	0.0480769	38	127	9
note	14.1724	0.103022	44	127	9
note	14.4162	0.0515109	38	127	9
note	13.8702	0.600961	49	98	1
note	14.5261	0.0583791	38	127	9
note	14.5158	0.257555	55	67	0
note	14.5123	0.264423	57	70	0
note	14.5192	0.271291	60	55	0
note	14.8592	0.0412087	38	127	9
note	14.8386	0.0961538	44	127	9
note	14.7768	0.157967	68	93	0
note	14.9759	0.0858516	69	98	0
note	14.5158	0.600961	50	103	1
note	15.079	0.0480769	38	127	9
note	15.0961	0.0412087	65	89	0
note	15.1751	0.0583791	38	127	9
note	15.2266	0.171703	79	98	0
note	15.4327	0.10989	63	76	0
note	15.4395	0.10989	57	85	0
note	15.5082	0.0446428	38	127	9
note	15.5014	0.0995878	44	127	9
note	15.4361	0.223214	77	85	0
note	15.182	0.594093	48	98	1
note	15.7314	0.0480769	38	127	9
note	15.831	0.0686813	38	127	9
note	15.7555	0.281593	76	76	0
note	15.7623	0.274725	62	67	0
note	15.7692	0.267857	56	62	0
note	16.068	0.123626	77	98	0
note	16.1607	0.0446428	38	127	9
note	16.1401	0.103022	44	127	9
note	16.1847	0.137362	76	93	0
note	15.8276	0.614697	46	98	1
note	16.3942	0.0480769	38	127	9
note	16.4972	0.0686812	38	127	9
note	16.3736	0.326236	69	76	0
note	16.3976	0.305632	65	54	0
note	16.3908	0.315934	55	57	0
note	16.3839	0.333104	61	57	0
note	16.8338	0.0446428	38	127	9
note	16.8269	0.0961537	44	127	9
note	16.4972	0.521977	45	98	1
note	17.0467	0.0480769	38	127	9
note	17.1497	0.0755494	38	127	9
note	17.4828	0.0480769	38	127	9
note	17.4828	0.0961537	44	127	9
note	17.4862	0.192308	79	119	0
note	17.6957	0.0412088	38	127	9
note	17.7953	0.00343406	38	127	1
note	17.7095	0.137363	81	85	0
note	17.1669	0.693681	53	59	0
note	-1	18.8674	38	-1	9
note	17.1669	0.707417	62	57	0
note	17.1703	0.707417	57	70	0
note	17.8503	0.182005	76	76	0
note	18.1525	0.0480769	38	127	9
note	18.0597	0.164835	74	73	0
note	18.1284	0.103022	44	127	9
note	17.8125	0.535714	45	103	1
note	18.3585	0.0412087	38	89	9
note	-1	19.4031	38	-1	1
note	18.3585	0.144231	81	93	0
note	18.4615	0.0686812	38	127	9
note	18.6504	0.0995878	81	103	0
note	18.7912	0.0412087	38	127	9
